Nation,Product Id,Product Name,Category,Subcategory,Season,CUSTOMER_NATIONALITYIDS,Catalog,Color,Fabric,Fit,In Store,Origin,Sum of PRICE,Sum of PriceTot
Germany,89239568, Creator Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Black,100% Polyester,"",true,Imported,€ 125.54,€ 431.98
Germany,71616700,Black  Creator Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Black,100% Polyester,"",true,Imported,€ 148.05,€ 266.35
Germany,90575239, Creator Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Black,100% Polyester,"",true,Imported,€ 148.00,€ 400.40
Germany,87768971, Creator Dassler Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Black,100% Polyester,"",true,Imported,€ 207.55,€ 495.25
Germany,99363372, Camp Shirt,Men,Sweaters & Woven Shirts,Fall,3,Clothing & Accessories,Black,100% Silk,"",true,Imported,€ 558.25,€ 913.50
Germany,70217372, The Honors College Hooded Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Cotton/50% Polyester,"",false,Imported,€ 102.48,€ 263.76
Germany,83281791, Jogger Pants,Men,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Cotton/50% Polyester,"",true,Imported,€ 142.87,€ 428.61
Germany,78130011, 1/4 Zip Powerblend Jacket,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Cotton/50% Polyester,"",true,Imported,€ 122.40,€ 489.60
Germany,87378810, Titans Hooded Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Cotton/50% Polyester,"",true,Imported,€ 196.56,€ 412.72
Germany,87245451, Titans Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Cotton/50% Polyester,"",true,Imported,€ 125.12,€ 323.52
Germany,27480421,Black  Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Cotton/50% Polyester,"",true,Imported,€ 176.00,€ 578.56
Germany,20659680,Black  Dodgeball Pant,Men,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Polyester/46% Cotton/4% Rayon,"",true,Imported,€ 169.56,€ 211.14
Germany,38036019,Black  Titans Crewneck Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Black,50% Polyester/46% Cotton/4% Rayon,"",true,Imported,€ 315.36,€ 841.86
Germany,87115643, Titans Hooded Sweatshirt,Men,Sweatshirts,Fall,3,Clothing & Accessories,Black,50% Polyester/46% Cotton/4% Rayon,"",true,Imported,€ 165.95,€ 442.39
Germany,94030179, Full Zip Hooded Sweatshirt,Men,Sweatshirts,Spring,3,Clothing & Accessories,Black,50% Polyester/46% Cotton/4% Rayon,"",true,Imported,€ 167.68,€ 497.92
Germany,77213710, Titans Polo,Men,Polos,Basic Non-Seasonal,3,Clothing & Accessories,Black,62% Cotton/38% Polyester,"",true,Imported,€ 424.60,€ 1791.90
Germany,91078909, Polo,Men,Polos,Fall,3,Clothing & Accessories,Black,70% Modal/30% Polyester,"",true,Imported,€ 236.90,€ 555.45
Germany,87944858, Titans Full Zip Hooded Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Black,80% Cotton/20% Polyester,"",true,Imported,€ 205.40,€ 821.60
Germany,78001403, Polo,Men,Polos,Basic Non-Seasonal,3,Clothing & Accessories,Black,92% Polyester/8% Spandex,"",true,Imported,€ 568.00,€ 1974.00
Germany,94377704, Titans Polo,Men,Polos,Fall,3,Clothing & Accessories,Black,92% Polyester/8% Spandex,"",true,Imported,€ 305.80,€ 1070.30
Germany,94889458, 1/4 Zip Top,Men,Sweatshirts,Spring,3,Clothing & Accessories,Black,92% Polyester/8% Spandex,"",true,Imported,€ 307.65,€ 766.50
Germany,39326590,Black  Coaches Flex Slouch Hat,Men,Hats,Fall,3,Clothing & Accessories,Black,97% Polyester/3% Elastane,"",true,Imported,€ 112.56,€ 251.72
Germany,77931784, Leather Belt,Men,Accessories,Basic Non-Seasonal,3,Clothing & Accessories,Black,Leather Upper,"",true,Made in USA,€ 78.00,€ 267.60
Germany,77614944, Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Black,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 75.66,€ 182.78
Germany,94142531, Titans Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Black,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 151.64,€ 350.20
Germany,90574751, Warm Up Pants,Men,Shorts & Pants,Holiday,3,Clothing & Accessories,Black/Col Gold,53% Cotton/47% Polyester,"",true,Imported,€ 246.40,€ 1180.20
Germany,98575031, Apex Stretch Wind Jacket,Men,Outerwear,Spring,3,Clothing & Accessories,Black/Grey,88% Polyester/12% Elastane,"",true,Imported,€ 246.40,€ 941.60
Germany,86123830, Titans 1/4 Zip Sweater,Men,Sweaters & Woven Shirts,Fall,3,Clothing & Accessories,Black/Light Grey,70% Cotton/20% Nylon/10% Silk,"",true,Imported,€ 198.80,€ 994.00
Germany,97171382, Fitted Cap,Men,Hats,Spring,3,Clothing & Accessories,Black/Maroon,100% Polyester,"",true,Imported,€ 214.50,€ 880.75
Germany,85722534, Stadium Track Jacket,Men,Sweatshirts,Fall,3,Clothing & Accessories,Black/White,100% Nylon,"",true,Imported,€ 356.34,€ 834.47
Germany,87768669, Tiro Pants,Men,Shorts & Pants,Fall,3,Clothing & Accessories,Black/White,100% Polyester,"",true,Imported,€ 446.40,€ 1513.80
Germany,72469989, Alumni Genre Polo,Men,Polos,Basic Non-Seasonal,3,Clothing & Accessories,Bordeaux,100% Polyester,"",true,Imported,€ 176.04,€ 560.52
Germany,75555738, School of Journalism Genre Polo,Men,Polos,Basic Non-Seasonal,3,Clothing & Accessories,Bordeaux,100% Polyester,"",true,Imported,€ 120.42,€ 120.42
Germany,74917023, Long Sleeve Striped Shirt,Men,Sweaters & Woven Shirts,Basic Non-Seasonal,3,Clothing & Accessories,Bordeaux,60% Cotton/40% Polyester,"",true,Imported,€ 156.14,€ 468.42
Germany,77637908, School of Journalism Long Sleeve T-Shirt,Men,Sweaters & Woven Shirts,Basic Non-Seasonal,3,Clothing & Accessories,Bordeaux,60% Cotton/40% Polyester,"",true,Imported,€ 83.16,€ 166.32
Germany,77637915, School of Law Long Sleeve T-Shirt,Men,Sweaters & Woven Shirts,Basic Non-Seasonal,3,Clothing & Accessories,Bordeaux,60% Cotton/40% Polyester,"",true,Imported,€ 81.48,€ 325.92
Germany,75880846, 1/2 Zip Shorline Pullover,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Bordeaux,92% Polyester/8% Spandex,"",true,Imported,€ 335.80,€ 1320.20
Germany,86189959, Titans Striped Polo,Men,Polos,Fall,3,Clothing & Accessories,Bordeaux,96% Polyester/4% Spandex,"",true,Imported,€ 219.64,€ 1098.20
Germany,83402741, Comfort Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Brick,100% Cotton,"",true,Imported,€ 111.10,€ 352.49
Germany,83406220, Comfort Tank Top,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Brick,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 48.80,€ 173.55
Germany,83405340, Comfort Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Brick,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 117.30,€ 304.98
Germany,91994610, Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Brick,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 75.82,€ 142.46
Germany,91993248, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Brick,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 145.34,€ 447.98
Germany,58444991,Burgundy  Trucker Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Burgundy,100% Cotton,"",true,Imported,€ 21.56,€ 43.12
Germany,73809920, UText Gloves,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Burgundy,82% Acrylic/12% Spandex/6& Wool,"",true,Imported,€ 30.36,€ 30.36
Germany,82353301, Titans Trucker Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Burgundy/Copper,100% Cotton,"",true,Made in USA,€ 177.06,€ 392.60
Germany,57450958, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,100% Cotton,"",true,Imported,€ 41.70,€ 59.06
Germany,71661035, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,100% Cotton,"",true,Imported,€ 93.96,€ 237.58
Germany,77003774, Tank Top,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,100% Cotton,"",true,Imported,€ 32.22,€ 139.86
Germany,78129959, Titans Nursing Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,100% Cotton,"",true,Imported,€ 87.39,€ 288.10
Germany,88488919,C Gold  Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,100% Cotton,"",true,Imported,€ 68.32,€ 136.64
Germany,88049863, 100 Years Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,C Gold,100% Cotton,"",true,Imported,€ 55.91,€ 123.36
Germany,91990236, Pack N' Go Jacket,Men,Outerwear,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,100% Polyester,"",true,Imported,€ 254.84,€ 937.48
Germany,77133527, Climalite Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,100% Polyester,"",true,Imported,€ 23.13,€ 69.39
Germany,87769104, Creator Dot Matrix Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,C Gold,100% Polyester,"",true,Imported,€ 28.07,€ 28.07
Germany,87769047, Creator Dassler Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,C Gold,100% Polyester,"",true,Imported,€ 39.20,€ 78.40
Germany,90395896,C Gold  Crewneck Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,50% Cotton/50% Polyester,"",true,Imported,€ 36.72,€ 89.76
Germany,67919936,C Gold  Titans Mesh Shorts,Men,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,C Gold,Trilobal Mesh,"",true,Imported,€ 166.80,€ 373.80
Germany,90155593, Hockey Jersey,Men,Jerseys,Hockey Hot Market,3,Clothing & Accessories,C Gold/Maroon,100% Polyester,"",true,Imported,€ 457.60,€ 1346.80
Germany,76672386, Adjustable Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Camouflage,100% Cotton,"",true,Imported,€ 62.66,€ 171.08
Germany,94943232, Flex Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Camouflage,100% Cotton,"",true,Imported,€ 16.96,€ 84.80
Germany,88529936, Adjustable Cap,Men,Hats,Fall,3,Clothing & Accessories,Charcoal,100% Cotton,"",true,Imported,€ 118.00,€ 388.75
Germany,85722536, Hat,Men,Hats,Fall,3,Clothing & Accessories,Charcoal,100% Polyester,"",true,Imported,€ 100.56,€ 268.40
Germany,77497707, Atlas Mock Twist Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Charcoal,50% Cotton/50% Polyester,"",true,Made in USA,€ 139.50,€ 318.30
Germany,71299570, Atlas Sandpoint Half Zip Wind Sweater,Men,Sweatshirts,DSV Direct Ship from Vendor,3,Clothing & Accessories,Charcoal Heather,100% Cotton,"",true,Imported,€ 382.76,€ 1286.43
Germany,91993237, 1/2 Zip Shoreline Pullover,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Charcoal Heather,92% Polyester/8% Spandex,"",true,Imported,€ 342.24,€ 908.04
Germany,77261982, Alumni Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Charcoal/Maroon,100% Polyester,"",true,Imported,€ 265.60,€ 733.44
Germany,91993244, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Chili,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 86.58,€ 237.12
Germany,52091641,Col Gold  No Pity for the Kitty Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Col Gold,100% Cotton,"",true,Imported,€ 91.57,€ 193.71
Germany,56045676,Col Gold  Creator Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Col Gold,100% Polyester,"",true,Imported,€ 148.75,€ 318.85
Germany,97171384, Fitted Cap,Men,Hats,Spring,3,Clothing & Accessories,Col Gold/Lt Onyx,100% Polyester,"",true,Imported,€ 76.75,€ 319.50
Germany,84923583, Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Col Maroon,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 183.54,€ 502.74
Germany,94890704, Woven Shirt,Men,Sweaters & Woven Shirts,Summer,3,Clothing & Accessories,Continental,60% Tencel/40% Cotton,"",true,Imported,€ 514.35,€ 1645.65
Germany,87944701, Titans Long Sleeve Shirt,Men,Sweaters & Woven Shirts,Fall,3,Clothing & Accessories,Cranberry,96% Cotton/4% Spandex,"",true,Imported,€ 211.90,€ 820.30
Germany,78363415, Long Sleeve Woven Shirt,Men,Sweaters & Woven Shirts,Basic Non-Seasonal,3,Clothing & Accessories,Crimson,100% Cotton,"",true,Imported,€ 948.75,€ 2970.00
Germany,94537589, Hypertech Adjustable Cap,Men,Hats,Spring,3,Clothing & Accessories,Dark Grey,92% Polyester/8% Spandex,"",true,Imported,€ 69.50,€ 100.00
Germany,84874717, Adjustable Trucker Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Dark Maroon,100% Cotton,"",true,Imported,€ 122.20,€ 361.66
Germany,70326460, Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Dark Maroon,50% Cotton/50% Polyester,"",true,"",€ 103.20,€ 170.40
Germany,87377094, Titans Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Dark Maroon,50% Cotton/50% Polyester,"",true,Imported,€ 103.68,€ 277.76
Germany,87245450, Titans Mock Twist Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Dark Maroon,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 39.78,€ 119.34
Germany,87245453, Titans Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Dark Maroon,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 217.92,€ 476.48
Germany,83134372, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Dark Maroon,70% Cotton/30% Polyester,"",true,Imported,€ 147.00,€ 446.70
Germany,76613072, Knockaround Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Dark Maroon,70% Cotton/30% Polyester,"",true,Imported,€ 37.20,€ 186.00
Germany,82372214, Titans Striped Polo,Men,Polos,Fall,3,Clothing & Accessories,Dark Maroon,92% Polyester/8% Spandex,"",true,Imported,€ 192.05,€ 640.55
Germany,86723923, College of Public Service Genre Polo,Men,Polos,Basic Non-Seasonal,3,Clothing & Accessories,Elemental Grey,100% Polyester,"",true,Imported,€ 253.26,€ 771.66
Germany,85917050, Titans Hooded Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,50% Cotton/38% Poly/12% Rayon,"",true,Imported,€ 359.72,€ 939.08
Germany,98635035, School of Engineering Hooded Sweatshirt,Men,Sweatshirts,Fall,3,Clothing & Accessories,Fall Heather,50% Cotton/40% Poly/10% Rayon,"",true,Imported,€ 182.16,€ 431.64
Germany,88551600, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Fall Heather,50% Poly/38% Cotton/12 % Rayon,"",true,Imported,€ 96.80,€ 224.00
Germany,98635036, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Fall Heather,50% Poly/38% Cotton/13% Rayon,"",true,Imported,€ 132.60,€ 180.00
Germany,79277770, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 64.50,€ 180.00
Germany,76688249, Titans Victory Falls T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 103.36,€ 268.16
Germany,82365353, Titans Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Fall Heather,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 111.60,€ 526.20
Germany,82365492, Jogging Shorts,Men,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,56% Cotton/35% Polyester/9% Rayon,"",true,Imported,€ 231.84,€ 647.04
Germany,75876610, Pants,Men,Shorts & Pants,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,60% Cotton/30% Poly/10% Rayon,"",true,Imported,€ 332.64,€ 976.64
Germany,76677544, Titans 1/4 Zip Top,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Fall Heather,60% Cotton/30% Poly/10% Rayon,"",true,Imported,€ 481.68,€ 1236.96
Germany,76656811, Titans Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Galley Gold,100% Cotton,"",true,Imported,€ 123.60,€ 453.60
Germany,97807604, Tank Top,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Galley Gold,100% Cotton,"",true,Imported,€ 72.28,€ 246.48
Germany,87494770, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Galley Gold,50% Cotton/38% Poly/12% Rayon,"",true,Imported,€ 153.92,€ 401.60
Germany,77777359, Adjustable Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,"",true,Imported,€ 56.40,€ 76.08
Germany,78572395, Adjustable Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,"",true,Imported,€ 84.76,€ 353.86
Germany,36846669,Gold  Adjustable Slouch Cap,Men,Hats,Fall,3,Clothing & Accessories,Gold,100% Cotton,"",true,Imported,€ 37.50,€ 77.00
Germany,78417893, Jersey,Men,Jerseys,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,"",true,Imported,€ 225.25,€ 881.45
Germany,78417887, Jersey,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Gold,100% Cotton,"",true,Imported,€ 81.60,€ 231.00
Germany,90575237, Creator Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Gold,100% Polyester,"",true,Imported,€ 80.80,€ 323.20
Germany,52396346,Gold  Coaches Flex Slouch Hat,Men,Hats,Fall,3,Clothing & Accessories,Gold,97% Polyester/3% Elastane,"",true,Imported,€ 117.00,€ 316.80
Germany,90808151, Tri-Blend Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Holiday,3,Clothing & Accessories,Golden,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 183.04,€ 518.44
Germany,84106215, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Golden Yellow,50% Cotton/50% Polyester,"",true,Imported,€ 57.82,€ 173.46
Germany,84106325, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Golden Yellow,50% Cotton/50% Polyester,"",true,Imported,€ 170.80,€ 637.38
Germany,91994612, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Granite,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 72.02,€ 268.84
Germany,79026200, Titans 1/4 Zip Powerblend Jacket,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Granite Heather,50% Cotton/50% Polyester,"",true,Imported,€ 70.74,€ 70.74
Germany,72628215, Titans Alumni Crew Neck Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Granite Heather,50% Cotton/50% Polyester,"",true,Imported,€ 34.00,€ 34.00
Germany,87405301, Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Graphite,40% Recycl Poly/20% Cotton/40% Poly,"",true,Imported,€ 23.04,€ 46.08
Germany,82576411,Grey  Amplifier Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Grey,100% Cotton,"",true,Imported,€ 145.25,€ 619.50
Germany,87418501, Titans Crewneck Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Grey,100% French Terry,"",true,Imported,€ 324.75,€ 1121.25
Germany,85719539, Game Mode Pants,Men,Shorts & Pants,Fall,3,Clothing & Accessories,Grey,100% Polyester,"",true,Imported,€ 164.97,€ 547.71
Germany,77986889, Adjustable Cool Fit Hat,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Grey,100% Polyester,Misc.,true,Imported,€ 42.00,€ 124.32
Germany,87378756, Triblend Crewneck Sweatshirt,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Grey,50% Polyester/37% Cotton/13% Rayon,"",true,Imported,€ 128.86,€ 385.45
Germany,97586102, Titans Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Grey,95% Polyester/5% Cotton,"",true,Imported,€ 25.80,€ 25.80
Germany,83403366, Comfort Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Grey,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 18.46,€ 92.30
Germany,86192184, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Grey,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 28.10,€ 65.69
Germany,94571111, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Grey,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 55.64,€ 132.60
Germany,68773179,Heather Black  Burnout Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Heather Black,50% Cotton/50% Polyester,Slim,true,Imported,€ 70.72,€ 208.76
Germany,77497699, Titans Mock Twist Long Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Heather Grey,50% Cotton/50% Polyester,"",true,Made in USA,€ 159.95,€ 602.70
Germany,90167739, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Spring,3,Clothing & Accessories,Heathered Linen,50% Poly/38% Cotton/12 % Rayon,"",true,Imported,€ 28.56,€ 114.24
Germany,94377703, Titans 1/4 Zip Sweater,Men,Sweatshirts,Basic Non-Seasonal,3,Clothing & Accessories,Iron,89% Poly/11% Spandex,"",true,Imported,€ 526.25,€ 827.50
Germany,84104614, Tank Top,Men,T-Shirts & Tanks,Fall,3,Clothing & Accessories,Ivory,"Solid-100% Cotton,Grey-Cotton/Poly","",true,Imported,€ 86.79,€ 189.35
Germany,78001421, Shorts,Men,Shorts & Pants,Fall,3,Clothing & Accessories,Khaki,100% Cotton,"",true,Imported,€ 442.75,€ 1696.25
Germany,99721022, Twill Hat,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Lemon,100% Cotton,"",true,Imported,€ 71.50,€ 299.86
Germany,87944489, Titans Fleece Jacket,Men,Outerwear,Fall,3,Clothing & Accessories,Light Grey,94% Polyester/6% Spandex,"",true,Imported,€ 981.75,€ 1237.25
Germany,86242053, Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maize,50% Cotton/50% Polyester,"",true,Imported,€ 82.16,€ 232.96
Germany,98763017, School of Engineering Adjustable Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",false,Imported,€ 111.54,€ 379.50
Germany,98574929, Cotton Slouch Cap,Men,Hats,Spring,3,Clothing & Accessories,Maroon,100% Cotton,"",true,"",€ 84.50,€ 206.25
Germany,77006004, Adjustable Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 81.75,€ 291.00
Germany,99721024, Adjustable Hat,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 21.12,€ 105.60
Germany,98529025, Adjustable Relaxed Twill Journalism Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 60.72,€ 210.76
Germany,97935537, College of Nursing Adjustable Hat,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 90.42,€ 349.80
Germany,99721021, School of Business Adjustable Hat,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 44.22,€ 137.28
Germany,87402873, Titans Football Adjustable Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 62.16,€ 271.04
Germany,81565083, Titans Hockey Adjustable Cap,Men,Hats,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 52.50,€ 84.50
Germany,17949551,Maroon  Adjustable Slouch Cap,Men,Hats,Fall,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 51.25,€ 256.25
Germany,61921539,Maroon  Adjustable Snapback Flat Brim Cap,Men,Hats,Fall,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 72.96,€ 335.36
Germany,86783269,Maroon  Snapback Hat,Men,Hats,Fall,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 141.12,€ 275.52
Germany,73715972, Polo,Men,Polos,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 93.10,€ 372.40
Germany,78417839, Team Flannel Boxers,Men,Shorts & Pants,Holiday,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 110.41,€ 470.88
Germany,78417833, Team Flannel Pants,Men,Shorts & Pants,Holiday,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 84.90,€ 236.70
Germany,91990291, Alumni Short Sleeve T-Shirt,Men,T-Shirts & Tanks,Basic Non-Seasonal,3,Clothing & Accessories,Maroon,100% Cotton,"",true,Imported,€ 44.89,€ 155.42
